iter	Logloss
0	0.6065663562
1	0.5213871346
2	0.459410738
3	0.404389935
4	0.3544382081
5	0.3164694254
6	0.2835506765
7	0.2567477974
8	0.234330173
9	0.213305156
10	0.1952464797
11	0.1831253179
12	0.170649203
13	0.1601310286
14	0.1516926953
15	0.1438657619
16	0.1379397283
17	0.1328760995
18	0.1274553492
19	0.1226553796
20	0.1184218752
21	0.1153874936
22	0.1118632473
23	0.1095925783
24	0.1069829099
25	0.1048625494
26	0.1032837395
27	0.1011562819
28	0.09942553329
29	0.09809574141
30	0.09627499518
31	0.09448836074
32	0.0930043769
33	0.09181642726
34	0.09012230909
35	0.08902421894
36	0.08787797187
37	0.0870282658
38	0.08596883756
39	0.08482877187
40	0.08379077619
41	0.08295298374
42	0.08209894504
43	0.08130560437
44	0.0805147704
45	0.07914984557
46	0.07828378015
47	0.07752320384
48	0.07642736864
49	0.07534829896
50	0.0740035256
51	0.07319448299
52	0.0724429183
53	0.07174188781
54	0.07097627799
55	0.06993434064
56	0.06948022555
57	0.06902680211
58	0.06861115753
59	0.06817044159
60	0.0674460455
61	0.06686168641
62	0.0662850051
63	0.06547318282
64	0.06476206355
65	0.06404660513
66	0.06334885728
67	0.0627892857
68	0.06245728442
69	0.06205440932
70	0.06151899069
71	0.06090233595
72	0.06055262029
73	0.06019095404
74	0.05933965259
75	0.0590652418
76	0.05832878963
77	0.05798120113
78	0.05721225811
79	0.0569259674
80	0.05668040704
81	0.05642736844
82	0.05591217143
83	0.05504787158
84	0.05419782185
85	0.05396757954
86	0.05348113618
87	0.05295417345
88	0.05232480957
89	0.05189719264
90	0.05144394429
91	0.05082343923
92	0.05040845259
93	0.05022073773
94	0.05008346517
95	0.04980330854
96	0.04956686093
97	0.04934797599
98	0.04904562011
99	0.04887424339
100	0.04846773657
101	0.0479929692
102	0.04775777331
103	0.04732994649
104	0.04717476762
105	0.04699377898
106	0.04670212415
107	0.04647306016
108	0.04626000425
109	0.04599095703
110	0.04569827995
111	0.04534558888
112	0.04506827988
113	0.04467978106
114	0.04436106747
115	0.04413023954
116	0.04393514487
117	0.04374720979
118	0.04369162738
119	0.04337769881
120	0.0430153942
121	0.04275159691
122	0.04251168505
123	0.04219606813
124	0.04204141126
125	0.04184614259
126	0.04172901281
127	0.04137263401
128	0.04121889934
129	0.04098539126
130	0.04080265935
131	0.0404911532
132	0.0402088792
133	0.04008681867
134	0.03993646724
135	0.03974794327
136	0.03964751975
137	0.03953584926
138	0.0393686578
139	0.03915456957
140	0.03906715045
141	0.03894125347
142	0.03875979884
143	0.03852756422
144	0.03825601792
145	0.0381068989
146	0.03799205669
147	0.0378695579
148	0.03774782498
149	0.03752108717
150	0.03741910063
151	0.03728029633
152	0.0370341411
153	0.03689765726
154	0.03657043258
155	0.03648056113
156	0.03631219544
157	0.03623017251
158	0.03609780651
159	0.03590011107
160	0.03566486624
161	0.03543238476
162	0.03532017214
163	0.03521973068
164	0.035160289
165	0.03497535625
166	0.03485295941
167	0.03479196884
168	0.03446253462
169	0.03435970989
170	0.03422652962
171	0.03406731094
172	0.03379991156
173	0.03356026859
174	0.03340800178
175	0.0333345832
176	0.03322591694
177	0.03306818161
178	0.03295368605
179	0.03288823154
180	0.03266800978
181	0.03247982159
182	0.032426794
